doc_key,processed_entities,output_tokens
122,years; Aviators; incongruencias; Crowds; POK; Citizens of Kronos; Banks; Island Records; Sri Lanka; printed aviators; Boats; Daily Pegasus; John; Benzene; Ten years of old; Dead girl; Automobiles; Preoccupations; president Kapelou; Julian Vann; Messages; Truth; Udawalawe Reservoir; Fatboy Slim; Citizens; Sweet-faced; Lateral arms; Posts; government officials; Elodis; Park; Police squadron; Udawalawe National Park; river of Tiskele; Palookaville; 30 June 1972; Danny Thompson; Command batons; chosen civil employees; Justice; Cafes; Social and economic parity; lives; Colombo; Members; Message; Primrose Hill; corruption; form of life; Great homes; Beverley Martyn; donations; Uva Provinces; Picture; Abila; citizens; Civil employees; Martyn; Government of Kronos; cleaning; Road to Ruin; Gross one; Black-had; Sabaragamuwa; Kronos; Streets; Potable water; Meeting; The Road to Ruin; Demonstrators; voices; Police of Abila; capital building of Abila; Luxury; 2013/06/22; toxic sweepings; Cancer; local businesses; Walawe River; Public sense,312
123,unusually high; perforated; referring; water supply; controversy; Nespola; specialist; incidence; report; ethylene glycol; hyperactive acid retirement; cancer; municipal Web site; Abila.; Elodis; highlights; designated; acetic anhydride; toxin; health; chronic disease; general hospital; levels; residents; toll; fenol; previous years; increased; Kronos; substratum; oncology; technique; minister; HASR; precedents; lead; environmental consequences,123
124,Utilities; Calls; Luis Araullo; Minister of Inner; Offices; Sarto Takings; Ways; Works; 14; Healthcare; President; Minister of Inner; Press Conference; Foreign Investment; Improvements; Kronos; Infrastructure; Fiscal Incentives; Cheap Energy; Education; 86-14 Month,512
125,GAStech; 2005/04/07; Kronos; songs; mother country; demonstrators; Tiskele; POK; federal police; 8; farmers; weavers,39
126,citizens; morning; favoritism; park; Kronos; city; problem; change; Silvia Marek; Elodis; corruption; nepotism; civil employees; issue; protest; assembly; meeting; noon,47
127,Julian Vann; leukemia; organization; deaths; Elodis; Tiskele; 21 August; aid; family home.; 1998/08/21; Julian; poison; small girl; friends; international health; doctor; GAStech 20 kilometers; toxic sweepings; year; Kronos; tests; recover; corporation GAStech de Tethys; family; funeral services; benzene; system,98
128,"Operations; Government; Sten Sanjorge, Jr; infrastructure; Europe; Black Sea; planes; different ways; resources; marble-aligned therapy; modern global company; unloaded little ceremonious; impartial; Relation; Mediterranean region; assure; 2 thousand cows; effort; Ambitions; Investors; inside; Tethysian; personnel; Pipe; energy; corporations; executives; deprived; employees; station; sites; activities; Gas; medical center; locations; subsidized holidays; GAStech; farms; dominant employees; GAStech TV; company; deprived; Kronos; fleet; 3 thousand pigs; 2013/02/24; East; Fifty-three; gyms; move; Tethys; state extreme extra; outside; distances",816
129,"Cord of Jim; times; Malaysia; 7,3; emergency; convoys; deficiency of bottoms; sponsorship; central Taiwan; government; movable medical aid; 20,000 people; food; agencies; civil employees; Dr Mahmed; September; missions; organization; medical services; medical aid; disaster; there.; aid; equipment; inside; ad hoc; Richter; obtain; Kosovo; movable; conflict; increase; attacks; relevación; Dr Jayala Mahmed; FoodSupport charity; earthquake; Singapur THAT TOOK CARE OF; Izmit, Turkey",570
130,Press; Finery; yachts; Celebrities; Cancelled; gold cup; Investigations; Race; presidential boat; Ball; equipment; coast; Mediterranean coast; Cup; Night; boat; hand; small motor; President; crowd; Karel Kapelou II; rescue; flag; emblem; Kronos; family; International dignitaries; Cup of Kapalou; Petra Hohimae,301
131,POK leader; vote; authorities; mortal attack; POK; government; Political activism; Justice for Julian; government; Police; movement; Dangerous scaling; Health for all; Rufus Drymiau; Democratic principles; Declaration; protests; Violence; Abila; Violence against Kronos; headquarters of the police; Headquarters; P; crack itself down; Kronos de Kronos; people; Aids; terrorist groups; Crime; Environmental work; attack; Kronos; Kronosians; Violence against Kronosians; Tethys; Tuesday,768
132,natural gas; Government; 1982/10/03; Tethys; Energy; Decades; masters; Glasgow; Sten Sanjorge; Future; cursed; Teth; Outside; Th; North Sea; Raw materials; Report; Gas itself; gas; Tethan; Sanjorge; Specialized knowledge; industry; lessons; early years; Son; Sten; Center of masters; abundant natural resources; Fluss; Gas; oil; Co-founder; GAStech; local region; global center; Intellectual characteristic; capital city; Center; Long gas; blessed; Jr; Masters; Threshold; center; distant spot,841
133,insect; paranoia; suicide; Methyldimethyl of the drug; Asteria; detergent; insecticides; Inspector Robert Loblaw; Loblaw; mental problems; Asterian; aspect; Street names; harbor civil employees; hallucinations; APA; violent behavior; International countries; observation post; Interpol; Tethys Counterdrug; MDMC; designer.; youth; Designer drugs; suspicious shipments; Street; Tethys,546
134,Commission; She; 2007/03/19; Constant; Police; Outside; right of the way; Elodis; Nine years; car; Watchman; Crash; Last instance; 25 years; GAStech; Kronos; Old boy; Fix; Traicionous; intersection; Koppolis; Ways; Jail; Traicion,277
135,Julian Vann; Government; Presidential Farm; Vehicles; Udawalawe Reservoir; Groups; Fatboy Slim; The Road to Ruin; POK; Primrose Hill; Capital Building; Protestors; Police; Beverley Martyn; Island Records; Uva Provinces; Sri Lanka; Abila; Demonstrator; Security; Environmental Editions; Udawalawe National Park; Spokesmen; Windows; Palookaville; Martyn; 30 June 1972; Danny Thompson; Criminals; John; Road to Ruin; Elian Karel; Gas; GAStech; Tear Gas; Sabaragamuwa; Crowd; Smaller Importance; Presidential Mansion; Kronos; Injuries; Skirmishes; Emergency Law; Buildings; Direction; Walawe River; Colombo; Forces; Interrupted.; Violent Return,306
136,protest; POK; government; food; Sten Sanjorge; She; protest; press; layer; organization; interview; take; confused; scale; Abila; Kronosian; policy; terrorist; Karel; supermarket; fuel; prices; now; environmental group; Elian Karel; action; GAStech; trade name; Kronos; activist; high; Jr; CEO; its,558
137,Tethan police; Tethan ministry of Tethan; ministry of Tethan; Tethan federal civil employees; POK; Ada Campo-Corrente; GASTech; Fire alarm; Ingrid Barranco; outer subjects; Missing employees; Asterian; Execs; Tethan; Willem Vasco-Pais; Abila; $20 million; ministry; Headquarters; personnel; Orhan Strum; APA; investigation; application of law; GASTech headquarters; Sten Sanjorge Jr; Kronos; Complete list; Council; Tethys,322
138,"years; conventional well flow; Government; terrestrial size; Sten Sanjorge, Jr; Energy; retirement; Perforating coast; Fossil fuel reserves trade; Fossil fuel production; Negotiations; Fossil fuel industry; Europe; Fossil fuel emissions; Fossil fuel consumption; oil.; Fossil fuel resources; resources; Teth; GAStech; Fossil fuel reserves ownership; gas; Fossil fuel reserves; University; Fossil fuel economy; Communities; ginormous; controversial; coastline; Fossil fuel reserves taxation; smaller scale; SanJorge; Fossil fuel reserves financing; geologic data; Oskar Wertz; Fossil fuel market; Fossil fuel extraction; Opposition; Fossil fuel; Marine atmospheres; Gastech; Tethys; Landholders; oil; total of the resources; available one of the resources; Professor; GAStech; 1984/05/05; Fossil fuel reserves depletion; GAS; gas of the slate; gas flow; Kronos; substratum; terra; answer",861
139,Government; Protest; bullets; Meeting; politicians; government; Resigned; Abilia; corruption; Medical Aid; Week; Citizens; smoke; Building; Police; capital; protests; Abila; presidency; Demonstrators; Employees; Protesters; T; Dorel Kapelou II; Office; Environmental situation; Stones; Terrorist; Malaise; situation; GAStech; Administration; Dismissal; Payment; Country; Kronos; Fatal; Superior direction; tear gas; Previous Abila; Diseases; Tax; Tethys; Shooting; Rural citizens,352
140,Tethian; feasible line.; plane; work; Foreign CEOs; fellow workers; foreign; Foreign Executive; surroundings; adapt; Expectations; insecurity; conductor; Person; Economic atmosphere; Long Answer; Understand; Taste; Elodis; Times; power; Kronosian; work; European value; Hearts; taxi; obtain; Culture; Triumphs; prepare; Fluss; Personnel; Answer; office; Advantage; Investment; foreign CEO; Population; arrival; Responsibility; simple things; Communication; taken for granted; GAStech; Country; Yes/No; Kronos; Notes; Minds; Foreign Leader; family; Kronosians; Competition; Easy; Tethys; CEO,633
141,Government; 8%.83m; Perforating; Energy; North America; Wells; Oil; Exploration; 2012/02/22; Production costs; Oil and the gas; K3.5bn; 15%; Civil employees; Oil and the gas fields; K30; Norway; Investment; K17; Julio Jecovic; Gas; GAStech; Kronos; K2bn,93
142,Cotton; Deaths; Udawalawe Reservoir; Deaths of the; Nurse; Alicia Bianca; designer drugs; Fatboy Slim; National center of the poison; name of the drug; authorities; The Road to Ruin; Primrose Hill; Bianca; agencies; Poison; Poison of Kronos; Caramel of cotton; synthetic marijuana; Beverley Martyn; police; insurgency; General hospital; Island Records; Uva Provinces; Deaths of the toxicología; Sri Lanka; clinical data; saying.; Asterian; region; examinee; Abila; Department of the emergency; toxicant; organized crime; illegal drug ingredient; Udawalawe National Park; army; fence; drug traffic; Palookaville; Martyn; 30 June 1972; rent; application; Danny Thompson; Civil employee; chemical synthesized; John; Road to Ruin; Emergency; people; Toxicología; Caramel; Sabaragamuwa; designer; Kronos; political groups; active; Designer drugs; Walawe River; Colombo; cotton caramel; stimulant; cocaine; cooperation; Synthetic marijuana; possible; Cotton of cotton; chemical composition,957
143,reporters; building; people of Kronos; officials; confrontation; Sanjorge; media; GAStech headquarters; executive staff; media ploy; people; fire alarm; evacuation,38
144,Kronos; Protectors of Kronos; POK; government; representative; location; Maha Salo; Petrus Gerhard; public location; social action movement; blindfolded; 21 Jan 2014; readers,46
145,GAStech; GAStech executives; Kronos; President Kapelou II; Homeland Illumination; soiree; citizens of Kronos; CEO Sten Sanjorge Jr.; Kronos capital building; Kronos government officials,61
146,Cesare Nespola; Protectors of Kronos; Kronos; gas drilling; pollution; hometown; Homeland Illumination; Abila; Elodis group; meeting,59
147,police; GAStech officials; yellow tape perimeter; government; GAStech headquarters; Maha Salo; Homeland Illumination; 20 January 2014; VOICES; employees; buildings,43
148,drinking water; POK supporters; music; 20 June 2011; Remember Elian!; POK; government; Natural causes; corruption; speeches; Remember Juliana!; photographs; cardiac arrest; tax evasion; spurious charges; Rabble-rousers; Juliana Vann; Abila Police Station; government lies; city park; Police; police; Murder; small group; Wrongful death; death; June 19th; exhaustive investigation.; Elodis; public awareness; information; Elian; Abila; legal action; Violence; three months prior; City officials; custody; benzene toxins; assurances; Instability; morning; Karel; Lacerations; Abila City Coroner; message; same message; Elian Karel; Accusations; specific charges; release; trial; GAStech; year before; Kronos; Death; Chief of Police; Michale Kraft; Blunt force trauma; Abrasions,473
149,Others; GAStech employees; Government spokesman; Misfortune; Profit; Media outlets; GAStech people; Maha Salo; Homeland Illumination; VOICES; Kronos government; Lawbreakers,55
150,founder; path; Jeroen; POK; Juliana Vann; El; Elodis; Kronos jail; Elian; Elian's father; difficult; Jeroen Karel; challenges; steps; Silvia Marek; Antaura Karel; Elian Karel; Elodis farm; father; personal life; Elian's life; Kronos; Protectors of Kronos; Elian's family members; journey; Elian's friends; Henk Bodrogi,512
151,Voices; 20 Jan 2014; False alarm; Employees; The fire department spokesman; Maha Salo; Homeland Illumination; Building,41
152,Tiske; Kronos; Protectors of Kronos; traffic; gates; Tiskele Bend GAStech facility; POK; federal police; Maha Salo; Tiskele Bend GAStech; protesters,256
153,drinking water; POK supporters; music; remember; Abila Chief of Police; government; corruption; speeches; Karel's family; photographs; charges; cardiac arrest; tax evasion; Rabble-rousers; Juliana Vann; Abila Police Station; government lies; city park; Police; police; Murder; small group; Wrongful death; death; June 19th; Elodis; public awareness; Elian; Abila; legal action; Violence; City officials; custody; benzene toxins; Instability; morning; Karel; Karel's body; Lacerations; Abila City Coroner; Cause of death; investigation.; same message; Elian Karel; Accusations; release; trial; Incitement; GAStech; year before; Juliana; Kronos; criminal charges; Karel's death; Michale Kraft; Blunt force trauma; POK rabble-rousers; Abrasions,557
