index,processed_entities,output_tokens
447,"GTE; Willinet; Windstream; Bell Atlantic; Lakedale Communications; Conntections-ETC; 257,700; Pinnacle Publishing; Missouri; 435; Iowa Telecom; U.S.; Iowa; GTE Midwest; Iowa Network Services; PC Partner Communications; Illinois; November 24, 2009; Zumatel Communications; ING Barings; Sherbtel Comminuations; New York; February 7, 2008; SOMA; Minnesota",149
448,"23 January 1887; O'Connell Bridge; Dublin; Tullamore; Seamus Brennan; January 19, 1961; GPO garrison outpost; Commandant; Easter Rising; Ireland's War of Independence; Athlone Brigade; Padraig Pearse; Irish; Peadar Bracken; Irish Republican Brotherhood",118
449,Emajõgi; University of Tartu; Tallinn; Riga; Tartu; Estonia; October 2016; Supreme Court of Estonia; Estonian National Museum; Tartu Airport; Estonian Song Festivals,73
450,"September 6, 1911; Manhattan; 1940s; Meredith Press; Eleazar Lipsky; The People Against  O Hara; Lincoln McKeever; Bronx; The Scientists; William Sharon; February 14, 1993; United States; Book-of-the-Month Club; Jewish; Kiss of Death; The Devil's Daughter; Mystery Writers of America; New York",118
451,African American; L.A. City College; Bakersfield; Ruben Grundy; San Joaquin Valley; Mickey Lynn; Mel Williams; Carl Moland; Kern county; New Jersey; The Colts; Joe Grundy; Los Angeles; Leroy Smith; Four Colts & a Filly; California; American; Adorable,94
452,GPS; iOS; iBeacons; retail; exhibition centres; license fee model; museums; airports; offices; Pointr; Apple Inc.; SDK; London; entertainment venues; Mesh networking; warehouses; hospitals; Istanbul; Android,78
453,Microsoft Photos; Nokia; Scalado; Windows Camera; Lumia Camera; MeeGo; Windows 10 Mobile; Lumia; Microsoft; Microsoft Lund division; Symbian; October 2015; Microsoft Mobile; Lumia Panorama,78
454,"Dva boitsa; 200 songs; Boats Full of Mullets; Mark Bernes; theater productions; May 22, 1913; musical comedies; 52 scores; Order of the Red Star; Tyomnaya noch; Dark Night; Soviet Russian; Shalandy polnye kefali; 8 symphonies; People's Artist of the USSR; 17 operettas; Russia; Moscow; 58 soundtracks; April 4, 2004; Great Patriotic War; Two Fighters; Russian Empire; Saint-Petersburg",191
455,American; Gloucester; United States; New York; Yancey Richardson Gallery; Massachusetts; Brooklyn; Roberta Smith; Rachel Perry; Jerry Saltz,53
456,Paul Heeney; ZIP Code 80498; Blue River; Summit County; Colorado; Kremmling; United States; 2010 Census; State Highway 9; U.S. Post Office; Silverthorne; Green Mountain Reservoir; Heeney,77
457,"Colima; The Cry of Dolores; Mexican; Miguel Hidalgo; European; Battle of Caldern Bridge; 90,000; Dias; Roman Catholic; Criollo elites; Spanish Viceroy; Napoleon; Valladolid; Spanish Peninsulares; Colegio de San Nicols Obispo; Spanish; Spaniards; 8 May 1753; Don Miguel Hidalgo y Costilla; 6,000; 30 July 1811; Mexico; Dolores; Mexican War of Independence; King Fernando VII",172
458,"American; Matthew Morrison; Fox; New Directions; Peer Åström; Shelly Peiken; Adam Anders; United States; Glee; December 13, 2011; Rachel; Extraordinary Merry Christmas; Nielsen; 1849 demographic; Marti Noxon; Hold On to Sixteen",78
459,John Rudolph Niernsee; Martinsburg; United States; Albert Fink; 1840s; Great Railroad Strike of 1877; National Historic Landmark; West Virginia,75
460,Polybius; Tyche; Tethys; Aphrodite; Hermes; Classical Greek mythology; Oceanids; Zeus; Fortuna; Oceanus; Greek; Agathos Daimon; Nemesis,63
461,Geneva; Voorburg; Delarivier Manley; Protestant; London; France; May 1719; Guillaume du Noyer; Peace of Utrecht; Richard Steele; Nîmes; Europe; Anne-Marguerite du Noyer; 2 June 1663; The Hague; Calvinism; Catholicism; 18th century; Voltaire; W. Mears/ J. Browne; Huguenot persecution,152
462,conchology; Encyclopedie Methodique; Jean-Baptiste Lamarck; European; Auteuil; 1780s; France; Christian Hee Hwass; Danish; Paris; Jean Guillaume Bruguire; Denmark,119
463,King of the Hill; American; Sony Pictures; Kitchen Confidential; The Daily Show; The Guardians of the Peace; The Sarah Silverman Program; South Park; Microsoft's Xbox Video; Kim Jong-un; The Interview; YouTube Movies; The Office; Sony website; Google Play; Dan Sterling,85
464,L-bas; L'Oblat; Joris-Karl Huysmans; France; French; En route; La cathdrale; Ligug; Catholicism; Garden of Gethsemane; Christian; Durtal,69
465,My Family; ITV; Hollyoaks; Sarah; Casualty; Simone Lewis; Paradise Heights; Nicky Ladanowski; Anne-Marie; Death Becomes Him; Coronation Street; Ricky Gervais; Mand; Les Dennis; Merle Jackson; Grease Monkeys; Los Angeles; Mandy Cutler; Doctors; Waterloo Road; BBC; UK; Lisa Trotter; Extras; Holby City; The Sarah Jane Adventures,125
466,Havana; Liberal; Vicente Genaro de Quesada; Battle of Alsasua; Hortaleza; National Militia; First Carlist War; queen regent; Peninsular War; Cuba; Spanish; Battle of Burgos; April 1834; Mutiny of La Granja; 15 August 1836; Constitution of 1812; General Lasalle; Madrid; Royal Guard; Walloon Guard; August 1836; French; Isabeline,135
467,nihil obstat; imprimatur; Vatican II; Pope Benedict XVI; Second Vatican Council; Pope John Paul II; Joseph Cardinal Ratzinger; Catholic Catechism; Catholic Church; 1962-1965; Pope Paul VI; John Hardon,90
468,Manakr; Macap; Uairén; La Gran Sabana; Monte Roraima; Venezuelan; Angel Falls; Canaima National Park; Roraima; Bolívar; Spanish; Belém; Elena; Manaus; Brazilian; Lucas Fernandez Peña; Santa Elena de Uairén; Brazil; Guyana; Santarém; Pemon,120
469,Kavieng; Montevideo Maru; Rabaul; MV Neptuna; New Britain; New Ireland; USS Sturgeon; SS Katoomba; Imperial Japanese Army; World War II; March 1941; HMAT Zealandia; Japan; Australia; January 1942; Lark Force,91
470,Germany; ar Pljeskavica; Bosnia and Herzegovina; lepinja; Hajduk Pljeskavica; onions; Leskovac; Leskovac Pljeskavica; Pljeskavica; kajmak; Serbia; lamb; Croatia; beef; Sweden; pork; Austria; Europe; ajvar; urnebes; Vranje; Vranje Pljeskavica,121
471,"Elizabeth Ann Reed; Liberal; William Dobson Carter; March 31, 1866; Nova Scotia; municipal council; New Brunswick; Fredericton; Rufus Seaman Carter; United States; military college; Ella Mabel Morris; Canada; Cumberland County; Nova Scotia House of Assembly; Great Britain",103
472,"Blue Swallow; Kyu Hyun Kim; February 22, 1994; South Korean; Epitaph; The Fox Family; Ko Joo-yeon; Asako; Koreanfilm.org",58
473,"Radnor, Pennsylvania; University of Pennsylvania; Philadelphia; American Watercolor Society; Philadelphia Museum of Art; July 30, 1911; Audubon Artists; Betty Bowes; September 12, 2007; Thomas David Bowes; National Academy of Design; American; Knickerbocker Artists; Moore College of Art",144
474,National Stadium; Methodist Boys School; Ampang and Sri Petaling Lines; Pudu Prison; Kuala Lumpur; Hang Tuah station; STAR; Malaysia; Pudu; 1 March 2012; Hang Tuah police station; KL Monorail; LRT; Victoria Institution,79
475,So Haunt Me; cinma vrit; 1992  93; Verity Lambert; television; A Cry in the Dark; The Cazalets; British; 1989  94; Eldorado; BBC One; Joanna Lumley; Cinema Verity; May to December; Azaria Chamberlain; BBC1; 1992  94; 1980s; Australia,118
476,"China; Taiwanese; GWS; Taiwan; GWS USA, LLC; radio systems; servos; gyros; City of Industry; RC products; foam radio controlled aircraft; Grand Wing System; U.S.; North America; January 2004; California; GWS China; US$ 12,000,000; electric motors",116
477,"Polish; Elbląg; Elbląg County; 56,412; Płaska; Warmian-Masurian Voivodeship; January 1, 1999; 12,179; 2,731; Tolkmicko; Młynary; 1,837; 39,665; Poland",89
478,UK Singles Chart; Lil ' Big Man; Omero James Mumba; Dublin; Ireland; The Boy; Got ta Tell You; H.G. Wells; Zambian; The Governor; Kalen; Peter Mumba; Barbara; Irish; 2 July 1989; 3 Crosses; The Time Machine; Samantha Mumba,106
479,Valerie Rockefeller; Rockefeller Brothers Fund; Stephen Heintz; RBF; David Rockefeller; David; John D. Rockefeller III; 19th and early 20th centuries; Richard Rockefeller; Laurance; New York City; Nelson; Winthrop; Rockefeller Foundation; Rockefeller family,89
480,"Charles Kullmann; Ortrud; Städtische Oper; Lohengrin; Venus; Waltraute; Das Lied von der Erde; Venjan; Vienna Musikverein; Mahler; Met; Fricka; May 19, 1896; Kundry; Berlin; Nazis; Wagnerian; April 12, 1970; Brangäne; Magdalena; Kerstin Thorborg; Bruno Walter; United States; Sweden",153
481,"August 1944 Coup; Transnistria; communist regime; 1930s; Romania; SSI; Radu D. Lecca; World War I; Romanian; People's Tribunal; Allies; Palestine; Gustav Richter; February 15, 1890; France; Manfred Freiherr von Killinger; CE; Soviet Union; Central Jewish Office; World War II; Holocaust; Ion Antonescu; Final Solution; Jewish Question; Centrala Evreiasc; Nazi Germany",165
482,Rome; Palermo; Milan; Sicilian province of Agrigento; European; Tunisia; Mediterranean Sea; Linosa; TripAdvisor; Porto Empedocle; Rabbit Beach; Italian Pelagie Islands; Lampione; Malta; Lampedusa e Linosa; Lampedusa Airport; Sicily; Lampedusa; Catania; Africa; Italy; Spiaggia dei Conigli; Agrigento,131
483,Penang; Bryan Wong; Joanne Peh; Quan Yi Fong; Malaysia; Mark Lee; Addy Lee; Monsoon Hair Academy; TV; Michelle Chia; 3 years; Singapore,64
484,Disarmonia Mundi; Olof Mörck; North Carolina; Vanisher; Nightrage; Sum of the Universe; 12 December 1981; My Darling Dismay; The Isolation Game; Dragonland; Oceans; Amaranthe; Sweden; Mortuus Machina; Universum; Set in Stone; Lord; The History of Saints; Gothenburg,120
485,Bologna; Sport Luxury; Town-Bike; Cimatti; Tunisia; Moto Minarelli; Enrico; Olympic; France; Marco Cimatti; United States; Moto Morini; 77; Kaiman Cross; Norway; 1970s; 1960s; Italian; 1980s; City-Bike,110
486,"Mölln; February 3, 1934; tree decomposition; February 1994; Uerdingen; Menger's theorem; November 14, 2014; University of Hamburg; University of Cologne; German; Halin's 60th birthday; Halin graphs; Karl Dröge; cubic Halin graphs; Klaus Wagner; treewidth; planar graphs; Halin's grid theorem; Rudolf Halin",119
487,Brazil; Antnio Francisco Lisboa; Rococo; gold mining; UNESCO World Heritage List; Manuel da Costa Atade; Ouro Preto; Aleijadinho; 19th century; Catholic; Saint Francis; eighteenth century,77
488,Northwestern University; Portland State University; Museum of Contemporary Craft; Eyebeam; Park Avenue Armory; Sara Black; DeVos Art Museum; University of Chicago; Jillian Soto; Charlie Vinz; Antioch College; Portland; American; The Evergreen State College; Material Exchange; Smart Museum of Art; Hyde Park Art Center; New York; Betty Rymer Gallery; Experimental Station; Gallery 400,145
489,urban and suburban buses; public transportation junction; Warsaw; eastern side platform; Warsaw Metro; western side platform; Mociny; Bielany; 25 October 2008; trams; ZTM ticketing zone 1; Line M1,77
490,The Professor; Der Nachsommer; Valerio Zurlini; France; Germany; Goethe; October in Rimini; La prima notte di quiete; USA; Alain Delon; DVD; Italian; Oktober in Rimini; French; Le Professeur; Indian Summer,82
491,Eurovision Song Contest 1995; Portugal; United Kingdom; Lúcia Moniz; 23; O meu coração não tem cor; Baunilha e chocolate; Vanilla and chocolate; Alexandros Panayi; Sti Fotia; Love City Groove; 21st; Cyprus; T Cruz; Portuguese,90
492,eight to nine months; Texas Hill Country; Middle Ages; North Africa; Ancient Rome; Morocco; Tunisia; March and October; Oryx algazel; Oryx dammah; Ancient Egypt; Sahara Conservation Fund; northern Africa; scimitar oryx; Egyptian Oryx nome; Chad; neolithic period; Sahara oryx; 312 months; Senegal; Lorenz Oken,127
493,gneiss bedrock; Pasvik – Inari Trilateral Park; Vätsäri Wilderness Area; Scots pine; Metshallitus; moose; Lake Inari; brown bear; Øvre Pasvik National Park; Administration of Forests; Whitefish; Lapland; Samis; Inari; Norway; Finland; vendace,127
494,January; Union Glacier Camp; 15 C; 40 C; Heritage Range; Chile; Antarctica; November 2010; Patriot Hills; Patriot Hills Base Camp; Punta Arenas; ALE; November; Ellsworth Mountains,102
495,Rome; Armenia; Pharasmanes I; Garni; Parthian empires; Roman; Vologases I; 53 AD; Claudius; Tiridates; Caucasus; Iberia; King of Armenia; Arsacid prince Tiridates; Gorneas; Mithridates; Parthia; Caelius Pollio; Tacitus; Romans; Casperius; 35 AD; Rhadamistus; Roman  Parthian War of 5863; AD 51; Annals,144
496,Young England movement; John Prins; Procter; George Wall; Police Magistrate; S. Edirimanasingham; Buddhism; Charle Ferdinands; Sir Charles Henry de Soysa; Supreme Court of Ceylon; Legislative Council; Colombo Academy; John Capper; 15 November 1864; Charles Ambrose Lorensz; District Judge; W. Thompson; Advocate; Macaulay of Ceylon; Louis; Dandris de Silva Gunaratna; Mudliyar Jeronis de Soysa; James De Alwis; Ceylon; Sir Ponnambalam Ramanathan; John Eaton; Frederick Nell,218
497,"Eugene T. Maleska; Manhattan; Terre Haute; lieutenant commander; Indiana State Teachers College; New York City; United States Navy; May 2, 1993; World War II; New York Times; The Crosswords Club; Margaret Farrar; February 25, 1907; American; Will Weng; 1969-1977; Times; Indiana",118
498,Mashhad City Council; Rajanews; Iran; Kamran Bagheri Lankarani; Mohammad Taghi Mesbah Yazdi; Mahmoud Ahmadinejad; Saeed Jalili; Iranian,79
499,"Kenneth Kaunda; Frederick Jacob Titus Chiluba; MMD; Vice President; April 30, 1943; Levy Mwanawasa; President of Zambia; June 18, 2011; Zambian",89
