doc_key,processed_entities,output_tokens
698,Elian Karel; protestors; The Truth; water guns; police force; rubber balls; ABILA; 2013/06/21; civil servants; Tethys; Juliana Vann; babble; GAStech; Kronos; POK; tear gas; pepper spray; Capitol bldg.; Dorel Kapelou; police forces,75
699,ABILA; aliens; Prosperity; foreign companies; Abila; Araullo; The Truth; government; foreigners; our country; our people; 1998/01/19; foreign experts; modernization; Kronos,46
700,year; 10%; health care; The Truth; country areas; energy sector; ABILA; rural health projects; the assembly; clean water projects; 23; gas and oil taxes; Cesare Nespola; president Kapelou; oil; general assembly; foreign investment; health information; gas development; Kronos; 2001/03/18; 77; My office; rural municipalities,82
701,"GAStech headquarters; Centrum, Tethys; Abila; Sten Sanjorge Jr.; The Truth; Kapelou; 2014/01/21; 20th year; Tethys; Sanjorge of GAStech; HQ; GAStech; ABILA, Kronos; press conference",68
702,ABILA; Sarto; Sten Sanjorge Jr.; The Truth; GAStech-Kronos; GAStech; Kronos; 1995/10/12,37
703,Carmen; 2013/12/16; Abila; The Truth; Adrien Carmen; Kronos; POK,25
704,ABILA; 1993/09/20; Sarto; Abila; The Truth; Tiskele; March; Tethys; Europe; GAStech; Kronos,52
705,ABILA; Elian Karel; The Truth; LEADER Karel; Michale Kraft; Adrien Carman; Kronos; 2009/03/14,42
706,Silvia Marek; general hospital Abila; Elian Karel; Abila; The Truth; Juliana Vann; Police force of Abila; 2010/06/22; Kronos; POK; Adrien Carman,57
707,ABILA; minister of health; Kaeplou; The Truth; Andreas; 2012/03/08; Vincent Kapelou; Cesare Nespola; Kronos; POK; 2001,45
708,"Tethyn; The Truth; 2014/01/21; GAStech; ABILA, Kronos; Adrien Carman; POK",32
709,ABILA; Tethyn; The Truth; Edvard Vann van Abila; Police force of Abila; Tethys; Abila police headquarters; 2014/01/20; GAStech; Kronos; POK,59
710,2005/04/08; The movement of the block; 5:30 a.m; three hours; Tuesday; The Truth; 9 a.m; Protestors; Tiskele; Rufus Drymiau; state country; POK,54
711,"ABILA; 1993/01/20; The government; Tomas Sarto; Kronosians; 20 years; The Truth; billion dollars; energy development; 5,000; parliament; president Araullo; Tiskele; Kronos",52
712,"presidential manor; general hospital Abila; 2012/06/21; Abila; The Truth; government; shotguns; ABILA, Kronos; police force; capitol building; POK",42
713,ABILA; president Kapelou; biochemistry; 62; Araullo; The Truth; 2001/06/15; master of science; 1995; central university Tethys; chemistry; 28; 2000; Vincent Kapelou; Cesare Nespola; Bachelor of science; Kronos,68
714,"the hospital; health care; clean water projects; Abila; The Truth; Cesare Nespola; Nespola; country areas; health information; Champions; ABILA, Kronos; 1999/07/04",47
715,"bending Tiskele; The Truth; 2001/08/31; Juliana Vann; guards Kronos; 1998; Adrien Carman; Gurganus; Juliana; People of Kronos; GAStech; Kronos; ABILA, Kronos; Drilling poisoned our water; POK",67
716,ABILA; $1 billion; President Araullo; Sten Sanjorge Jr.; The Truth; Kronosian; ministry of inland country; Tiskele; 1993/03/14; GAStech; Kronos,48
717,"President Kapelou; The Truth; Drymiau; Rufus Drymiau; ABILA, Kronos; 2011/07/28; police force; POK",37
718,"SANJORGE JR.; $3.75 billion; 1961; The Tulip; IPO; public company; 52 years; the end of the year; world player; Sten Sanjorge, Jr.; CENTRUM; 2013/09/03; GASTECH; Tethys; Monday; Sten Sanjorge, SR; gas industry",83
719,ABILA; international Kronos; The Tulip; Abila; 2014/01/21; the guards of Kronos; $20M; Elodis; 1998; Tethys; GAStech; Kronos,65
720,ABILA; The Tulip; Wellness; 1998/11/14; GAStech; Kronos; Ingmar Casablancas,48
721,"1961; Ingrid Sanjorge; The Tulip; international GAStech; Willem Gracias; Sten Sanjorge, SR.; Sten; Sten Sanjorge, Jr.; Sanjorge Jr.; Tethys; 1994/02/18; Sanjorge family; Centrum",95
722,ABILA; Claudio Morluniau van Abila; The Tulip; Abila; $300 millions; 1993/09/21; the pillar of the east; GAStech; Kronos,57
723,"International GAStech; 13 November; The Tulip; $29.5 millions; 1999/02/20; tempo; 1998; Sten Sanjorge, Jr.; CENTRUM; GASTECH; Tethys; GAStech; Kronos; the government of Kronos; Wellness for all",72
724,ABILA; The Tulip; February; 1994/09/25; Tiskele; Tethan; GASTECH; GAStech international; Sanjorge of Sten; Kronos; Asteria,49
725,"International GAStech; 1961; The Tulip; Sten Sanjorge SR.; CENTRUM, Tethys; GAStech - Kronos; Fluss; Tiskele; $1.27 billion; 2013/12/17; $327.25 millions; $96.25 millions; Sanjorge Jr.; Ingrid Barranco; Beatriz Fluss; Willem Vasco-Pais; Orhan Strum; Sten Sanjorge, Jr.; Ada campo-Corrente; $38.5 millions; GAStech; $1.96 billion; Kronos; GAStech international; billionaire",152
726,Davos; Petr Noriega; The Tulip; Switzerland; 2010/12/19; M. Noriega; M. Sanjorge Jr.; GAStech; Kronos; Trade Investments,54
727,ABILA; United States; The Tulip; infrastructure; The government of Kronos; fossil fuels; cheap energy; Europe; The Government Kronos; energy companies; Kronos; high income; 1992/12/12,56
728,ABILA; methane gas; The Tulip; Sten Sanjorge Jr.; Elodis; 3 a.m; Rebecca Cato; Sunday; GAStech; Tiskele; Ms. Cato; 2000/08/16; Kronos,90
729,"Gross Domestic Product; service of economy; 1999; 5th year; Kronos; The Tulip; GAStech; 2000/01/16; GDP; KRONOS THE GDP ON THE INCREASE; ABILA, Kronos",53
730,"Ten; international health standards; Wednesday; The Tulip; Sten Sanjorge Jr.; CENTRUM, Tethys; GASTech; GAStech - Kronos; Sanjorge, Jr.; Sanjorge Jr.; 2009/02/22; SANJORGE JR; Kronos; POK",88
731,"The Tulip; 1974; HASR; 1995/04/01; Sten Sanjorge, Jr.; CENTRUM; Tethys; GAStech",67
732,"1963; The Tulip; Fluss; 2003/05/19; Sanjorge, SR.; 73; CEO; COO GASTECH; CENTRUM; Tethys; Hank Fluss; 5 children; Beatriz Fluss; Sten Sanjorge, Jr.; Sten Sanjorge, SR; GAStech; Kronos; 12 children; 54 years",95
733,ABILA; 1995/10/11; gAStech-Kronos; The Tulip; Sten Sanjorge Jr.; Abila; Sanjorge; 50 millions dollar; LARGE OPENING GASTECH-KRONOS; GAStech; Kronos,61
734,"The Tulip; GAStech - Kronos; department of the police force; office; 10:00; Abila Kronos; GAStech IPO; 2014/01/20; ABILA, Kronos; department of the fire; Abila; Sten Sanjorge Jr.; 20 January; GAStech; Kronos; government; Edvard Vann; GASTECH KRONOS; government Kronos",99
735,International GAStech; The Tulip; Ivar Blanes; 1996/07/09; GAStech; Tethan; CENTRUM; Tethys; Mediterranean; Kronos,58
736,"The Tulip; Sten Sanjorge Jr.; tri-part blue flame; Abila; CENTRUM, Tethys; Sanjorge, Jr.; Sten Sanjorge, Jr.; 2009/05/16; GASTECH; GAStech; Kronos; 19 February",67
737,"The World; 1974; HASR; Sten Sanjorge, Jr.; CENTRUM; Tethys; 30 March 1995; Hyper Acidic Substrate Removal; GAStech International",45
738,"The World; 15 May 2009; Abila; Government; February 19; GAStech - Kronos; Sanjorge, Jr.; Sten Sanjorge, Jr.; CENTRUM; Tethys; GASTECH; Kronos; GAStech International",73
739,"1999; The World; Bureau of Economics; 15 January 2000; KRONOS GDP ON THE RISE; Government of Kronos; Kronos; ABILA, Kronos; GAStech International",45
740,"WFA; The World; Government of Kronos; WELLNESS FOR ALL; GASTECH; KRONOS GOVT; ABILA, Kronos; Ingmar Casablancas; 13 November 1998; GAStech International",50
741,7 July 1996; The World; Tethan Interior Minister; Ivar Blanes; CENTRUM; GASTECH; Tethys; Mediterranean; Kronos; GAStech International,42
742,"The World; 20 January 2014; 10:00; Abila; Sten Sanjorge Jr.; Abila Fire Department; Abila Police Department; Protectors of Kronos; Edvard Vann; KIDNAPPING AT GASTECH KRONOS; GAStech - Kronos; GAStech IPO; January 20th; Kronos Government; Kronos; ABILA, Kronos; GAStech International",108
743,"The World; Abila; GAStech International; 50 million dollar; GAStech; GRAND OPENING GASTECH; Sten Sanjorge, Jr.; Sanjorge Jr.; Kronos Government; GAStech-Kronos; GRAND OPENING GASTECH-KRONOS; 10 October 1995",69
744,ABILA; The World; Mrs. Cato; Sten Sanjorge Jr.; Elodis; Rebecca Cato; Sunday; 15 August 2000; Tiskele Bend; GAStech; Kronos; GAStech International; 3 a.m.,68
745,"$110 million; February 4; Wellness for All; The World; $29.5 million; 18 February 1999; Government of Kronos; fourth quarter; 1998; November 13th; Chief Executive; Sten Sanjorge, Jr.; CENTRUM; GASTECH; Tethys; Kronos; GAStech International",85
746,"CFO Ingrid Barranco; 5 million cubic meters; GAStech - Kronos; COO Orhan Strum; $1.27 billion; The World; $327.25 million; $96.25 million; GAStech - Kronos executives; Sanjorge Jr.; CENTRUM; Tethys; Hank Fluss; Beatriz Fluss; Sten Sanjorge, Sr.; Tiskele Bend; Sten Sanjorge, Jr.; $1.96 billion; 16 December 2013; CIO Ada Campo-Corrente; $38.5 million; 51%; 33%; Sanjorge Trucking; GAStech International",157
747,"Beatriz Fluss; Chief Operating Officer; The World; Sten Sanjorge, Sr.; 1963; Centrum; Fluss; GAStech - Kronos; Sten Sanjorge, Jr.; Tethys; 17 May 2003; Hank Fluss; GAStech International",68
748,"The World; United States; KRONOS GOVERNMENT; Government of Kronos; fossil-fuels; Europe; ABILA, Kronos; energy companies; Kronos; 11 December 1992",42
749,ABILA; The World; $300 million; 3 meters; Abila's East Pier; 8 meters; 19 September 1993; Port of Abila; Kronos; Claudio Morluniau; GAStech International,51
750,"The World; 1961; Sten Sanjorge, Sr.; 17 February 1994; Ingrid Sanjorge; Sanjorge; Willem Gracias; GAStech International; Sten Sanjorge, Jr.; Tethys; Centrum Chamber; Sanjorge, Sr.; Centrum",75
751,"SANJORGE JR.; The World; 2 September 2013; Sten Sanjorge, Sr.; $3.75 billion; 1961; 52 years; Sten Sanjorge, Jr.; CENTRUM; Tethys; GAStech International",57
752,"ABILA; 21 January 2014; The World; Government of Kronos; $20M; Elodis; 1998; Sanjorge, Jr.; The Protectors of Kronos; Tethys; Kronos; GAStech International",81
753,ABILA; The World; Sten Sanjorge Jr.; February; Tiskele Bend; People of Kronos; GASTECH; Tethan fields; 23 September 1994; Kronos; Asteria; GAStech International,51
754,Silvia Marek; Jeroen; Elian Karel; police force; afternoon; ABILA; 2012/06/21; The Wrap; POK REMIND LEADER MARTYRED; Antaura Karel; Elodis; 19 June 2009; three years; Abila; public civil servants; Juliana Vann; mob; Kronos; POK; peper spray; Henk Bodrogi; milieucatastrofe; batons; Elian; LEADER,110
755,"The government Kronos; 2010/06/21; Coroner of the city Abila; ELIAN KAREL; The Wrap; The police force; The foreign companies; The guards of Kronos; ABILA, Kronos; The town civil servants; Kronos; POK; 19 June; Kronosian; Elian; The verdedigers; July 2010; Juliana; Karel",89
756,2005/04/06; 8 am; The Wrap; Kronos federal police force; police force van; weavers; Tiskele; birth country; farmer; country; GAStech; Kronos; POK; ELODIS,52
757,"Bodrodgi; 1990; Tiskele; Joclyn Reynolds; Community LEADERs; toluene; Wellness for all; selenium; M. Fluss; The Wrap; xylene arsenic; Sanjorge; 15 May, 1998; Elodis; 1998/04/26; Wellness; lead; Reynolds; Ferro; 200 years; ELODIS; benzene; Kronesian; water specialist; Pondo Reese; M. Henk Bodrogi; gas company; Sten Sanjorge, Jr.; worship days; South-East Asia; GAStech; Kronos; Henk Bodrogi; Ms. Reynolds; LEADERs Elodis; town civil servants",190
758,The Wrap; Abila; Elodis; Bodrogi; Nespola; LEADER; Cesare Nespola; Kronos; guards of Kronos; 2001/03/24; Henk Bodrogi,51
759,ABILA; Silvia Marek; 2012/04/11; The Wrap; Elodis town park; Marek; Kronos,60
760,Elian Karel; 1993; 2009/03/09; ABILA; general hospital Abila; The Wrap; 1997; Jon L.; ministers; campaign POK; 20 years; Abila; Juliana Vann; 1998; city Abila; GAStech; Kronos; POK; 26 years; office of the President; Henk Bodrogi; president Araullo; Juliana; Saturday; Karel; Kronos government,130
761,Carmine; police force; The Wrap; Valeria; 2007/03/22; Elodis; ELODIS; Celia; Elodis town prison; Abila; Commissioner Koppolis; GASTECH; GAStech; Marcellus Edris; Kronos; truck driver; Adian Koppolis; research workers; 25 years,81
762,252%; The Wrap; Wellness; 1998; 2004/05/30; municipal Internet site Elodis; Kronos; ELODIS,54
763,vinegar anhydride; cancer; Internet; The Wrap; Elodis; Wellness; lead; 2000/06/02; ELODIS; Abila; ethylene glycol; 1998; Kronos; general hospital; Hyper Acidic; HASR; Nespola; 89%; phenol,80
764,general hospital; The Wrap; minister of health Nespola; Abila; 2002/05/27; HASR; Wellness; 1998; 178%; municipal Internet site Elodis; cancer; Kronos; ELODIS,80
765,ABILA; 1998/11/15; The Wrap; 1997; THE REPRESENTATIVES POK; Elodis; Cesare Nespola; MINISTER KRONOS HEALTH; Kronos; Henk Bodrogi,50
766,benzene; 1998/08/21; Kronos; The Wrap; Tethys company GAStech; Juliana Vann; Elodis; Wellness; Tiskele; leukemia; Juliana; government of Kronos; 21 augusts; GAStech; ELODIS,79
767,"Elian Karel; March; 2009/06/20; The Wrap; Elodis; ABILA, Kronos; the office of the President; Abila; Juliana Vann; 1998; GAStech; Kronos; POK; Michale Kraft; Tethyn; Kriste Brontes; WHO; 12 March; Karel",108
768,"1961; Reese; Tiskele; The Wrap; Elodis weekly day book; KRONOS; Elodis; Mt shadow; 25 April, 1998; Osvaldo; Tethys; Sten Sanjorge Sr.; ELODIS; Hank Fluss; 94; Sten Sanjorge Jr; Sanjorge SR; Pondo Reese; GAStech; Kronos; 1998/03/21; Henk Bodrogi; Two weeks; 250 years",124
769,benzene; Kronos; The Wrap; vinegar anhydride; 1998/05/17; Elodis; 30; 1998; Community center of health; chlorine dioxide; arsenic; ELODIS; Wellness for all,63
770,ABILA; President; 1993/02/04; Tomas Sarto; The Wrap; 14; health care; offices of the President; education; Delouse Araullo; Kronos; money,41
771,ABILA; Mestache Vardshvna; ten years old; Elian Karel; The Wrap; 2012/09/08; Juliana Vann; 1998; LEADER; 2009; Karel; Kronos,60
772,Charley Normand; The Wrap; Griffith Mabel; ARRESTED MEMBERS POK; Abila; government; Mabel; Elodis; 2001/09/02; Tiskele; Juliana; police force; GAStech; Kronos; POK; ELODIS,84
773,ABILA; The Wrap; 2014/01/19; Sten Sanjorge Jr.; Kapelou II; GAStech; Kronos,33
774,ABILA; 10 years; The Wrap; 1999/07/09; Cesare Nespola; 1997; Carmine Osvaldo; Juliana Vann; benzene poisoning of gas; Elodis; leukemia; Kronos; POK,84
775,ABILA; 2013/06/21; Civil servants; The Wrap; Elodis; Poland; public salaries; Abila; Kapelou; WGO; Juliana Vann; 1998; Kronos; large boats; POK; luxury autos; 19 June; WHO; second houses,69
776,ABILA; Kronos van Elodis; Kraft; President; The Wrap; LEADER Elian Karel; the guards of Kronos; Elodis; Michale Kraft; Saturday; 2009/03/13; Karel; GAStech; Kronos; POK,85
777,"young martyr; Elian Karel; Court; corruption; assassination; police force; Coroner of the city Abila; cancer; rabble-rousers; The Wrap; benzene toxin; Elodis; unlawful dead; ABILA, Kronos; recall violence; public information.; drinking water; Abila; ten years; Juliana Vann; 1998; surrounding town park; Kronos GAStech; Michale Kraft; POK; instability; justice; 19 June; government; Elian; 2011/06/22; Juliana; Karel; town civil servants",145
778,The Wrap; Kronos; Abila; KRONOS; 1998/05/17; Elodis; Reese; Pondo Reese; Tiskele; ministry of health; ELODIS; Wellness for all; Henk Bodrogi,59
779,ABILA; Silvia Marek; The Wrap; No entities detected.; 2012/11/12; Kronos,25
780,ABILA; KRONOS; 1994/09/24; Who What News; Tiskele Bend; GASTECH; Tethan; Asteria; GAStech International,39
781,"1961; Sten Sanjorge, Sr.; Ingrid Sanjorge; Willem Gracias; Who What News; Sten Sanjorge, Jr.; CENTRUM; Tethys; 1994/02/18; Centrum Chamber; GAStech International",69
782,Tethys government; 1974; HASR; GAStech International; Who What News; CENTRUM; Tethys; 1995/03/30; Hyper Acidic Substrate Removal,57
783,ABILA; Abila; Government of Kronos; 2014/01/21; $20M; Elodis; 1998; Who What News; The Protectors of Kronos; Kronos; GAStech International,76
784,"Ingrid Barranco; SANJORGE; Sten Sanjorge, Sr.; 1961; 2013/12/17; $327.25 million; CENTRUM, Tethys; $96.25 million; Orhan Strum; GAStech - Kronos; Ada Campo-Corrente; Who What News; Sten Sanjorge, Jr.; Tiskele Bend; Sanjorge Trucking; GAStech International",94
785,"GAStech - Kronos' headquarters; Abila; Government; February 19; Who What News; Sten Sanjorge, Jr.; CENTRUM; 2009/05/16; GASTECH; Tethys; GAStech; Kronos; GAStech International",63
786,"$110 million; February 4; Wellness for All; 1998; Who What News; Sten Sanjorge, Jr.; CENTRUM; 1999/02/19; GASTECH; Tethys; Kronos; GAStech International",56
787,"10:00; Abila; Sten Sanjorge Jr.; Abila Fire Department; Abila Police Department; Protectors of Kronos; Edvard Vann; KIDNAPPING AT GASTECH KRONOS; GAStech - Kronos; Who What News; GAStech IPO; Kronos Government; 2014/01/20; Kronos; ABILA, Kronos; GAStech International",105
788,ABILA; fourth quarter of 1999; gross domestic product; Bureau of Economics; Government of Kronos; 2000/01/16; Who What News; Kronos; GAStech International; KRONOS GDP,47
789,"United States; KRONOS GOVERNMENT; Government of Kronos; fossil-fuels; Who What News; high-income countries; Europe; ABILA, Kronos; 1992/12/12",42
790,"Beatriz Fluss; Chief Operating Officer; Sten Sanjorge, Sr.; Centrum; GAStech - Kronos; CEO; 2003/05/18; Who What News; Sten Sanjorge, Jr.; GASTECH; CENTRUM; Tethys; HANK FLUSS; GAStech International",71
791,"Mrs. Cato; Elodis, Kronos; Sten Sanjorge Jr.; 2000/08/15; Elodis; Rebecca Cato; Sunday; Who What News; Tiskele Bend; GAStech; ABILA, Kronos; GAStech International; 3 a.m.",82
792,"WFA; Government of Kronos; WELLNESS FOR ALL; Who What News; 1998/11/14; GASTECH; KRONOS GOVT; Ingmar Casablancas; ABILA, Kronos; GAStech International",52
793,"GASTech International; 2009/02/21; CENTRUM, Tethys; Protectors of Kronos; Government of Kronos; GAStech - Kronos; GAStech; Who What News; Sten Sanjorge, Jr.; Ten POK protesters; SANJORGE JR; POK",73
794,ABILA; $300 million; 1993/09/19; Who What News; Port of Abila; East Pier; Kronos; Claudio Morluniau; GAStech International,42
795,World Journal; Abila; Kronosian; Dorel Kapelou II; Abilia; Guards of spokesman of Kronos; Tethys; 2013/11/13; GAStech; Kronos; Shawn Pastorini; Terek Kamal,81
796,World Journal; 2009/06/23; Elian Karel; Abila; Wednesday; Kronosian; GASTech; Juliana Vann; Sten Sanjorge; PRESIDENT de GAStech; the government; 1998; Friday; Karel; Chief Elian Karel; Kronos; POK; May,88
797,World Journal; Kapalou; Kronos; Abila; presidential ship; government; presidential office; 2010/03/05; One; 10th Kapalou cup; Petra Hohimae; Mediterranean; gold cup,64
798,"World Journal; PRESIDENT; European; Presidents; Kronosian; A; Elodis; B; January 17, 1995; the Eighties; Net; foreign Presidents; Tethys; 2014/03/26; Tethian; GAStech; Kronos; Hank Fluss",83
799,World Journal; Elian Karel; presidential farm; spokesman of government; police force; presidential manor; teargas; 2012/06/21; capital building; Abila; forces of safety; Juliana Vann; troops of the criminals; GAStech; Kronos; POK; Abilians; Tuesday; government,80
800,World Journal; GASTech; 2014/01/21; Tethan; American; POK $20 million; APA; Tethys; Sten Sanjorge Jr; Ingrid Barranco; John Rathburn; Abila; Willem Vasco-Pais; Orhan Strum; Kronos; POK; Foreign Affairs; Ada Campo-Corrente; Asterian,94
801,World Journal; Sten Sanjorge; Tethan; Glasgow; Centrum; gas industry; Sanjorge; Western coast of Scotland; Tethys; Hank Fluss; Sixties; Thethys; 1974; GAStech; Sten Jr.; North at sea; natural gas; 1982/10/04; Seventies,118
802,World Journal; driving; identification; disaster; 2007/03/20; children; police force; Auxiliary police chief; prison; 9AM; The roads; Elodis; 25 year old; hospital; team; site of accidents; road; accident; driver; Abila; Calistermi; roads; intersection; GAStech; Kronos; leaders; victim; Adian Koppolis; Four people; truck; car,95
803,World Journal; Guards of Kronos; Mr. Drymiau; Health for All; Abila; 1997; Kronosian; Tuesday; 2009/02/23; 1998; The government of Kronos; Rufus Drymiau; International groups; Juliana; Tethys; Kronos; POK,83
804,"World Journal; Mediterranean; Black Sea; Kronosian; Eastern Kronos; GAStech TV; 2013/02/24; Sten Sanjorge, Jr; Europe; Tethys; GAStech; Kronos",59
805,"World Journal; October 21, 2013; left civils servant; 2014/03/26; Tethys Counterdrug; Loblaw; popular army of Asterian; APA; Interpol; spice dreams; Robert Loblaw; Tethys; Asterian; Arise; MDMC; cotton sugar; Asteria; flower of tulip",91
806,"World Journal; 2500; Kosovo; 20.000; 100.000; Health for all; this year; September; 1999/11/15; Singapore WORRYING; central Taiwan; earthquakes; rescue squads; Richter; Dr. Mahmed; Malaysia; FoodSupport; Office of UNO; Jim; UNO; Izmit, Turkey; Tuesday; 7.3; Dr. Jayala Mahmed; Thirteen; Turkey",102
807,World Journal; K2bn; K17; K3.5bn; six years ago; 2011-12; 2012; .83m; North America; last year; 20 years; 26 wells; Jecovic; 12 months; Norway; 15 wells; GAStech; Kronos; Oil and gas Kronos; 15%; 8%; capital; K30; ministry; 27%; 2012/02/21,108
808,"World Journal; Mediterranean sea; fossile fuel resources; Professor Oskar Wertz; shale gas; 10 years; 20, 30 or 40 years; Sanjorge; piece buildings; 1984/05/04; Europe; SanJorge; communities; substrate; European; Sten Sanjorge, Jr.; government of Kronos; GAStech; Westerner; Kronos; marine environments; natural gas; councils; hyperacide displacement; University of Tethys",126
809,"World Journal; February 4; insurgent groups political; one gram; Hospital of Abila; ""flower of tulip""; Alicia Bianca; police force; drug; Biance; The popular army of Asterian; Drugs of originator; cotton sugar refinery of limit; Elodis; ""cotton sugar""; department of fire of Abila; ""spice dreams""; ""sugar cotton""; 20 years; Abila; Ralf trail; 2013/02/09; Bianca; cocaine; seven years; toxicology; synthetic marijuana; Sgt Antonio Arresta; government of Kronos; Kronos; national center of poison; 54 years; ""therapy of sweet herbs""; carnival; drugs originator; last month; Asterian; K18; K166; cotton sugar",203
810,Police; Elian Karel; Abila; 2012/06/20; presidential homestead; World Source; Protectors of Kronos; Juliana Vann; Government; GAStech international; Kronos; POK,47
811,10 year; Elian Karel; Abila; Wednesday; Sanjorge; GASTech; Protectors of Kronos; World Source; 2009/06/22; Juliana Vann; 1998; Kronosian government; Friday; Karel; GAStech; Kronos; POK; May,71
812,"oil and gas sites; Black Sea; 2013/02/22; eastern Kronos; energy business; World Source; Kronosian government; Sten Sanjorge, Jr; Europe; Tethys; GAStech; Kronos; company towns",57
813,"Tethys University; Professor Oskar Wertz; oil and gas wells; geological data; World Source; offshore environment; the Times; 100 trillion cubic feet; 20, 30 or 40 years; Sanjorge; hyper-acidic substrate removal; SanJorge; European energy; 1984/05/03; Shale gas; GAStech; Kronos; Hyper-acidic substrate removal; Mediterranean Sea; Kronosian; the West; offshore shale gas; onshore resources; offshore shale",126
814,Justice for Juliana; Wellness for All; Mr. Drymiau; Kronosians; Abila; 1997; Tuesday; World Source; Protectors of Kronos; 2009/02/23; Kronos; POK; Kronos government,57
815,"Centrum, Tethys; Tethan government; 1982/10/02; Sanjorge; Sanjorge Gas company; Sten Sanjorge; World Source; Tethan Gas Industry; the early 1970s; 1974; Scotland; Tethys; GAStech; Centrum; gas industry",92
816,"the times; Kosovo; World Source; September; Wellness for All; Taiwan; Jim Cordon; 15 million; Richter scale; FoodSupport; 1999/11/14; Izmit, Turkey; Tuesday; 20,000; CARING Singapore; Turkey; Charity Funds Limited",80
817,"Tethys Counterdrug Team; ""spice dreams""; Asterian People's Army (APA); World Source; MDMC; 2013/10/22; Interpol; APA; Senior Inspector Loblaw; Tethys; ""Tulip Blossom""; Arise; Senior Inspector Robert Loblaw; ""cotton candy""; Asteria",92
818,CFO Ingrid Barranco; Tethys federal law enforcement; 2014/01/21; GASTech; World Source; Protectors of Kronos; COO Orhan Strum; GAStech President; American; APA; Tethys; John Rathburn; Abila; CEO Sten Sanjorge Jr; Kronos; POK; CIO Ada Campo-Corrente; Asterian People's Army,115
819,ABILA; $1 billion; President Araullo; Kronosian; government; Sten Sanjorge; health; infrastructure; Tiskele; 1993/03/14; education; Tethys; Worldwise; GAStech; Kronos; the ministry for the interior,59
820,ABILA; port of Abila; Sarto; curve of Tiskele; GAStech; 100 years; Tiskele; $200 million; March; Europe; 1993/09/21; Tethys; Worldwise; Kronos; Tethys GAStech international,75
821,"ABILA; foreign ""experts""; foreign companies; President Araullo; Abila; our modernization; our government; foreigners; our country; 1998/01/19; Worldwise; Kronos",43
822,ABILA; The Minister for health; Minister for health; Andreas; 2012/03/08; President Kaeplou; Vincent Kapelou; Cesare Nespola; Worldwise; Kronos; POK; 2001,51
823,ABILA; Tethyn; 2014/01/21; Carman Adrien; GAStech; Worldwise; Kronos; POK,48
824,2009/06/21; Elian Karel; Abila; Siopa; Chief of POK; President Kapelou; Worldwise; Kronos; POK,39
825,ABILA; 1995/11/22; 100 beds; foreign investment; hospital general of Abila; Araullo; 350 beds; 1930; Torsten Trucco; Worldwise; Kronos,49
826,ABILA; hospital general of Abila; Minister for health; Elodis; Dr. Ronald Gerald; 1998/11/10; Tiskele; Tethys; Cesare Nespola; office of Nespola; Worldwise; Kronos,63
827,"protestateurs; Elian Karel; 2013/06/22; Juliana Vann; three leaders; GAStech; President Dorel Kapelou; ABILA, Kronos; Tethys; police force; Worldwise; POK",54
828,Carmen; 2013/12/16; Abila; Adrien Carmen; Worldwise; Kronos; POK,25
829,ABILA; Sarto; President Araullo; ministry for the interior; GAStech; Tiskele; 1996/03/14; Mr. chair; Worldwise; Kronos,39
830,ABILA; Ingrid Barranco; International GAStech; hospital general of Abila; Abila; Willem Vasco-Pais; Sten Sanjorge Jr.; Orhan Strum; Ada Campo-Corrente; GAStech; Tiskele; Rufus Drymiau; 20th year; Tethys; President Kapelou; Worldwise; 2014/01/19; Kronos,91
831,ABILA; 1995/10/11; Sten Sanjorge Jr.; Sanjorge; Sarto minister; Worldwise; GAStech-Kronos; GAStech; Kronos,42
832,"2001/09/01; Carmine Gurganus; Juliana Vann; Carman Adrien; 1998; fossil fuels; Tiskele; Juliana; Worldwise; GAStech; Kronos; ABILA, Kronos; guards of Kronos; Drilling poisoned our water; POK",72
833,ABILA; Tethyn; Edvard Vann; Tethys; Worldwise; 2014/01/20; GAStech; Kronos; POK; Centrum,50
834,Silvia Marek; Elian Karel; Abila; hospital general of Abila; police force of Abila; Juliana Vann; Carman Adrien; 2010/06/22; police force; the last summer; Worldwise; Kronos; POK,68
835,"2011/07/29; Rufus Drymiau; ABILA, Kronos; President Kapelou; Worldwise; POK",30
836,ABILA; oil; Minster Nespola; Abila; Last year; hospital in Abila; Nespola; doctors; Worldwise; Kronos; 1999/07/05; gas,52
837,"2005/04/08; three hours; 9 hours of the morning; Parliament; second hour; Tiskele; Rufus Drymiau; 5:30 hour of the morning; police force; Hardenings; Worldwise; ABILA, Kronos; POK",77
838,ABILA; HQ of GAStech; Abila; Sten Sanjorge Jr.; Sanjorge; 2014/01/21; 20th year; Tethys; President Kapelou; Worldwise; GAStech; Kronos; press conference,60
839,"1993/01/20; The government; Kronosians; President Araullo; 20 years; Parliament; Tiskele; Worldwise; ABILA, Kronos; ministry for interior",55
840,"10%; President Kapelou; General meeting; gas; 23; end of this year; Worldwise; ABILA, Kronos; medical education; oil; foreign investment; health; energy; 2001/03/18; rural sectors; Parliament; 77; rural suburbs; water",72
841,ABILA; Zone of Vandalize Siopa; Siopa; 2011/06/21; Worldwise; Kronos; POK,33
842,ABILA; President Araullo; 2001/06/15; 1995; Minister for health; Science in chemistry; university of central Tethys; 2000; Vincent Kapelou; President Kapelou; Cesare Nespola; Worldwise; Kronos,66
